"","district","distlong","party","incfirst","inclast","pronounce","pronounceipa","firstelect","birthyr","gender","race","religion","lgbt","pre16inc","demH16","repH16","demH14","repH14","dem2p12","rep2p12","clinton16","trump16","obama12","romney12","obama08","mccain08","cens10white","cens10black","cens10latino","cens10aapi","cens10native","cens10other","acs16ba","acs16barank","acs16whiteba","acs16whitebarank","medinc","incrank","popvote16","hrcvote16","djtvote16","popvote12","bhovote12","mrvote12","popvote08","bhovote08","jmvote08","popHvote16","demHvote16","repHvote16","otherHvote16","popHvote14","demHvote14","repHvote14","otherHvote14","demH2p12","repH2p12","pop","popWhite","popBlack","popLatino","popAAPI","popNative","popOther","vap","vapWhite","vapBlack","vapLatino","vapAAPI","vapNative","vapOther","land.area","popdens"
"372","TX-11","Texas 11th","Republican","Mike","Conaway","(MIKE KAHN-uh-way)","/maÄÈk 'kÄï.nÄ».weÄÈ/","2004",1948,"Man","White - Non-Hispanic","Christian - Southern Baptist","No","Re-elected",0,89.5,"0",90.3,"19.1",80.9,19.1,77.8,19.6,79.2,23.2,76.1,66.2,3.3,28.4,0.8,0.4,0.8,20.4,380,26.3,328,50602,299,248860,47468,193620,230331,45070,182355,242210,56145,184238,225548,0,201871,23677,119574,0,107939,11635,41970,177742,716106,440232,24198,235860,5313,3058,7445,537073,355583,17930,152538,4106,2398,4518,27832.17,25.7294346793656
"373","TX-12","Texas 12th","Republican","Kay","Granger","(KAY GRAYN-jer)","/keÄÈ 'gÄ_eÄÈn.d_ÍÄ»Ä_/","1996",1943,"Woman","White - Non-Hispanic","Christian - Methodist","No","Re-elected",26.9,69.4,"26.3",71.3,"27.3",72.7,32.7,62.9,31.7,66.8,35.5,63.7,70.7,7.2,17.3,3.1,0.5,1.2,29.9,205,34.3,197,62214,153,282691,92549,177939,249826,79147,166992,252637,89718,161030,283115,76029,196482,10604,158730,41757,113186,3787,66080,175649,692446,460918,52742,142814,20927,3373,11672,514594,363918,37107,88818,15865,2622,6264,1441.16,480.478225873602
"374","TX-13","Texas 13th","Republican","Mac","Thornberry","(MACK THORN-bear-ee)","/mí_k '‘ŸÄîÄ_n.bÄ_.Ä_i/","1994",1958,"Man","White - Non-Hispanic","Christian - Presbyterian","No","Re-elected",0,90,"12.8",84.3,"0",100,16.9,79.9,18.5,80.2,22.3,77,71.2,5.2,20.3,1.6,0.6,1,20.4,380,24.7,360,50150,308,238846,40253,190838,229545,42521,184104,246252,54855,189600,221242,0,199050,22192,131451,16822,110842,3787,0,187775,697818,466233,36270,169542,11664,4324,9785,518568,369280,27066,105177,8457,3271,5317,38349.24,18.196397112433
"375","TX-14","Texas 14th","Republican","Randy","Weber","(RAN-dee WEB-er)","/'Ä_í_n.di 'wÄ_.bÄ»Ä_/","2012",1953,"Man","White - Non-Hispanic","Christian - Baptist","No","Re-elected",38.1,61.9,"36.1",61.9,"45.5",54.5,38.4,58.2,39.5,59.3,42.2,57.1,56.9,19.8,19.2,2.8,0.4,1,22.7,338,28.4,295,58103,196,263381,101228,153191,248073,97958,147213,243755,102902,139304,259685,99054,160631,0,145698,52545,90116,3037,109697,131460,699852,372487,141256,154676,19462,2350,9621,524374,298262,103606,100850,14630,1888,5138,2441.39,286.661287217528
"376","TX-15","Texas 15th","Democratic","Vicente","Gonzalez","(vi-SEN-tay gon-ZAH-lez)","/vÄÈ.'sÄ_n.te gÄïn.'zÄï.lÄ_z/","2016",1967,"Man","Hispanic","Christian - Roman Catholic","No","Open - Retired",57.3,37.7,"54",43.3,"62.3",37.7,56.7,40,57.4,41.5,57.4,41.9,19.4,1.7,77.3,1.2,0.1,0.4,19.8,390,31.1,249,41947,397,184358,104454,73689,151351,86941,62885,146097,83924,61282,177479,101712,66877,8890,90184,48708,39016,2460,89296,54056,693850,112499,10009,560294,7323,833,2892,466070,90311,7833,360207,5402,630,1687,7804.07,88.9087360825825
"377","TX-16","Texas 16th","Democratic","Beto","O'Rourke","(BEH-toh oh-RORK) [uses an alveolar stop /t/ instead of flap /Ä_/]","/'bÄ_.to__ o__.'Ä_ÄîÄ_k/","2012",1972,"Man","White - Non-Hispanic","Christian - Roman Catholic","No","Re-elected",85.7,0,"67.5",29.2,"66.5",33.5,67.9,27.2,64.2,34.5,64.6,34.7,17.1,3,77.5,1.4,0.3,0.7,23.9,311,37,171,44045,382,192692,130784,52334,157414,100993,54315,169232,109387,58764,175229,150228,0,25001,73105,49338,21324,2443,101403,51043,692582,102246,20224,554318,8258,1673,5863,489548,83767,14907,379571,6655,1290,3358,710.35,974.986978250158
"378","TX-17","Texas 17th","Republican","Bill","Flores","(BILL FLOR-iss)","/bÄÈl 'flÄî.Ä_ÄÈs/","2010",1954,"Man","Hispanic - Texan (Hispanos)","Christian - Southern Baptist","No","Re-elected",35.2,60.8,"32.4",64.6,"0",100,38.8,56.3,37.7,60.4,41,58.1,62.1,12.4,19.9,4.2,0.3,1.1,29.4,214,36.3,179,50888,292,247625,96156,139415,224079,84531,135309,233690,95884,135738,245728,86603,149417,9708,132865,43049,85807,4009,0,143284,702420,404411,93389,163935,27921,1926,10838,534916,332332,66455,106291,22306,1533,5999,7651.16,91.8056869807977
"379","TX-18","Texas 18th","Democratic","Shelia","Jackson Lee","(SHEE-luh JACK-suhn LEE)","/'_€i.lÄ» 'd_Íí_k.sÄ»n li/","1994",1950,"Woman","Black - African-American","Christian - Seventh-Day Adventist","No","Re-elected",73.5,23.6,"71.8",24.8,"76.9",23.1,76.5,20,76.1,22.8,76.7,22.9,20,41,34,3.7,0.2,1,22.4,346,49.6,64,42662,394,205514,157117,41011,197206,150129,44991,196624,150733,45069,204308,150157,48306,5845,106010,76097,26249,3664,146223,44015,678812,112335,275335,259219,22600,1192,8131,492316,98645,201998,167403,18263,946,5061,235.2,2886.10544217687
"380","TX-19","Texas 19th","Republican","Jodey","Arrington","(JOH-dee AIR-ing-tuhn)","/'d_Ío__.Ä_i 'Ä_.Ä_ÄÈÅ†g.tÄ»n/","2016",1972,"Man","White - Non-Hispanic","Christian - Presbyterian","No","Open - Retired",0,86.7,"18.4",77.1,"0",100,23.5,72.5,25,73.6,28,71.3,62.2,5.7,29.4,1.4,0.4,0.9,22.4,346,30.8,259,47875,341,228008,53519,165384,217619,54461,160141,236363,66122,168553,203475,0,176314,27161,115825,21325,89326,5174,0,163239,700602,402548,40888,237388,8923,2579,8276,524057,325744,30090,154297,7238,2048,4640,25835.59,27.1177085562977
"381","TX-20","Texas 20th","Democratic","Joaquin","Castro","(wah-KEEN KAH-stro) [R is trilled, O unrounded]","/wÄï.'kin 'kÄï.stro/","2012",1974,"Man","Hispanic - Mexican","Christian - Roman Catholic","No","Re-elected",79.7,0,"75.7",0,"65.6",34.4,61,34.3,58.9,39.7,58.5,40.8,26.6,4.6,64.7,2.8,0.2,1.1,24.7,297,42.7,115,49421,323,216952,132363,74386,187835,110663,74540,197670,115579,80667,187669,149640,0,38029,87964,66554,0,21410,119032,62376,690154,160686,30256,471362,17201,1408,9241,503169,133794,23311,325369,13904,1162,5629,199.68,3456.30008012821
"382","TX-21","Texas 21st","Republican","Lamar","Smith","(luh-MAR SMITH)","/'lÄ».mÄïÄ_ smÄÈ‘Ÿ/","1986",1947,"Man","White - Non-Hispanic","Christian - Christian Scientist","No","Re-elected",36.4,57,"0",71.8,"36.9",63.1,42.5,52.5,37.9,59.8,42.4,56.7,66.8,3.3,25,3.3,0.3,1.3,45.1,41,49.7,63,68987,103,358985,152528,188335,314591,119220,188241,314971,133581,178531,356031,129765,202967,23299,188996,0,135660,53336,109326,187015,681608,431913,23008,191587,21680,2061,11359,539982,360906,17714,134775,17610,1734,7243,5920.89,115.119179717914
"383","TX-22","Texas 22nd","Republican","Pete","Olson","(PEET OHL-suhn)","/pit 'o__l.sÄ»n/","2008",1962,"Man","White - Non-Hispanic","Christian - Methodist","No","Re-elected",40.5,59.5,"31.6",66.5,"33.3",66.7,44.2,52.1,36.7,62.1,38.8,60.5,48.2,11.9,22.1,16.1,0.2,1.4,45.1,41,46.6,81,87901,32,306777,135525,159717,255043,93582,158452,234671,91137,142073,305543,123679,181864,0,151566,47844,100861,2861,80203,160668,697318,315103,85562,170341,110977,1627,13708,494113,238141,58990,109325,79484,1128,7045,1032.84,675.146198830409
"384","TX-23","Texas 23rd","Republican","Will","Hurd","(WILL HURD)","/wÄÈl hÄìÄ_d/","2014",1977,"Man","Black - African-American","Christian - Protestant","No","Re-elected",47,48.3,"47.7",49.8,"52.5",47.5,49.8,46.4,48.1,50.7,50,49.4,28.5,3,66.2,1.3,0.3,0.6,21.7,357,38.4,153,51293,284,231365,115154,107276,196410,94420,99666,193782,96871,95679,228965,107526,110577,10862,115429,55037,57459,2933,96676,87547,708786,178386,19772,494151,8277,2448,5752,495646,141227,15098,328070,6327,1703,3221,58059.18,12.2079919144569
"385","TX-24","Texas 24th","Republican","Kenny","Marchant","(KEN-ee MAR-tchunt)","/'kÄ_.ni 'mÄïÄ_.t_€Ä»nt/","2004",1951,"Man","White - Non-Hispanic","Christian - Nazarene (Holiness)","No","Re-elected",39.3,56.2,"32.3",65,"37.1",62.9,44.5,50.7,38,60.4,40.7,58.6,57.3,9.6,20.4,10.7,0.4,1.5,44.7,45,50.9,57,70454,93,276137,122872,140128,249080,94634,150547,260216,105822,152453,275635,108389,154845,12401,144073,46548,93712,3813,87645,148586,692820,369026,67928,163450,75547,2548,14321,523431,300066,50162,106984,56185,1959,8075,262.76,2636.70269447404
"386","TX-25","Texas 25th","Republican","Roger","Williams","(RAH-jer WEE-yuhmz)","/'Ä_Äï.d_ÍÄ»Ä_ 'wi.jÄ»mz/","2012",1949,"Man","White - Non-Hispanic","Christian - Disciples of Christ","No","Re-elected",37.7,58.3,"36.2",60.2,"39.1",60.9,40.2,55.1,37.8,59.9,42.8,56.2,72.8,6.9,15.4,3,0.4,1.4,37.2,105,41.4,123,69083,102,313111,125949,172476,270807,102433,162279,274061,117402,153998,310196,117073,180988,12135,177883,64463,107120,6300,98827,154245,720956,501121,51446,130598,20534,2860,14397,536383,390735,37261,82717,15929,2165,7576,7620.7,94.6049575498314
"387","TX-26","Texas 26th","Republican","Michael","Burgess","(MY-kuhl BER-jess)","/'maÄÈ.kÄ»l 'bÄìÄ_.d_ÍÄ_s/","2002",1950,"Man","White - Non-Hispanic","Christian - Episcopalian","No","Re-elected",29.6,66.4,"0",82.7,"29.6",70.4,34.4,60.9,30.7,67.6,35,64.3,71.5,6.7,14.8,5,0.5,1.5,44.2,49,46.7,80,87272,33,318854,109536,194033,263196,80828,177941,259505,90791,166877,319080,94507,211730,12843,141470,0,116944,24526,74237,176642,697278,477663,47134,119418,35223,3420,14420,496578,355054,33163,73639,25067,2448,7207,907.15,768.646861048338
"388","TX-27","Texas 27th","Republican","Blake","Farenthold","(BLAYK FAIR-en-thawld)","/bleÄÈk 'fÄ_.Ä_Ä_n.‘ŸÄîld/","2010",1961,"Man","White - Non-Hispanic","Christian - Episcopalian","No","Re-elected",38.3,61.7,"33.7",63.6,"40.9",59.1,36.5,60.1,38.2,60.5,40.2,59.1,47.3,5.1,45.1,1.5,0.3,0.8,20.3,385,29.3,279,53047,251,234367,85589,140787,217772,83158,131821,226488,91083,133839,230580,88329,142251,0,131047,44152,83342,3553,83395,120684,704891,301421,36021,348745,9886,1862,6956,520958,246166,26768,234901,7608,1493,4022,9128.25,77.2208254594254
"389","TX-28","Texas 28th","Democratic","Henry","Cuellar","(HEN-ree KWAY-ahr) [Second R is trilled]","/'hÄ_n.Ä_i 'kweÄÈ.Äïr/","2004",1955,"Man","Hispanic - Mexican","Christian - Roman Catholic","No","Re-elected",66.2,31.3,"82.1",0,"69.5",30.5,58.3,38.5,60.3,38.7,58.4,41.1,21.1,4.1,72.9,1.1,0.2,0.6,17.7,408,28.3,297,44021,383,188600,110023,72518,168874,101843,65372,158418,92557,65066,184442,122086,57740,4616,76136,62508,0,13628,112456,49309,703920,125348,27911,537837,6738,979,5107,477030,100833,19779,347567,5241,781,2829,9378.53,75.0565387112906
"390","TX-29","Texas 29th","Democratic","Gene","Green","(JEEN GREEN)","/d_Íin gÄ_in/","1992",1947,"Man","White - Non-Hispanic","Christian - Methodist","No","Re-elected",72.5,24,"89.5",0,"100",0,71.1,25.4,65.9,33,62.3,37.1,14.7,10,72.8,1.8,0.2,0.5,10.4,432,21.1,407,41737,400,133642,95027,34011,114901,75720,37909,112823,70286,41843,131982,95649,31646,4687,46143,41321,0,4822,86053,0,696907,81252,67088,532612,10863,946,4146,470400,69200,46888,342595,8519,722,2476,187.07,3725.38087346982
"391","TX-30","Texas 30th","Democratic","Eddie Bernice","Johnson","(EH-dee ber-NEES JAHN-suhn)","/'Ä_.di bÄ»Ä_.'nis 'd_ÍÄïn.sÄ»n/","1992",1935,"Woman","Black - African-American","Christian - Baptist","No","Re-elected",81.6,15.1,"87.9",0,"80.6",19.4,79.1,18.3,79.6,19.6,78.5,21.1,21.3,44.7,30.8,2,0.3,0.9,20.5,379,40.8,130,44689,376,220711,174528,40333,220565,175637,43333,223182,175237,47144,208826,170502,31518,6806,105793,93041,0,12752,171059,41222,707252,122052,312089,250571,12519,1874,8147,501433,106974,224226,154296,9805,1481,4651,356.27,1985.15732450108
"392","TX-31","Texas 31st","Republican","John","Carter","(JAHN CAR-ter)","/d_ÍÄïn 'kÄïÄ_.Ä_Ä»Ä_/","2002",1941,"Man","White - Non-Hispanic","Christian - Lutheran","No","Re-elected",36.5,58.4,"32",64,"36.3",63.7,40.8,53.5,38.3,59.6,42.8,56.2,63.6,10.5,19.5,4.3,0.4,1.7,34.3,135,38.3,154,69228,99,287510,117181,153823,242714,92842,144634,241425,103359,135601,284588,103852,166060,14676,143028,45715,91607,5706,82977,145348,697292,415111,75808,157062,29353,2626,17332,500711,318431,52498,97882,21508,2021,8371,2154.49,323.645967259073
"393","TX-32","Texas 32nd","Republican","Pete","Sessions","(PEET SEH-shuhnz)","/pit 'sÄ_._€Ä»nz/","2002",1955,"Man","White - Non-Hispanic","Christian - Methodist","No","Re-elected",0,71.1,"35.4",61.8,"40.4",59.6,48.5,46.6,41.5,57,44,55.3,57.7,11.4,21.9,7.3,0.3,1.3,43.4,54,55.7,37,70119,95,278080,134895,129701,256873,106563,146420,266302,117231,147226,229171,0,162868,66303,156096,55325,96495,4276,99288,146653,703008,372416,85748,180602,50022,2393,11827,527032,304242,60015,115579,38575,1841,6780,185.66,3786.53452547668
"394","TX-33","Texas 33rd","Democratic","Marc","Veasey","(MARK VEE-see)","/mÄïÄ_k 'vi.si/","2012",1971,"Man","Black - African-American","Christian - Southern Baptist","No","Re-elected",73.7,26.3,"86.5",0,"73.8",26.2,72.9,23.7,72,27.1,68.7,30.7,19.9,16.9,59.7,2.4,0.3,0.8,9.3,434,24.3,368,38445,421,129653,94513,30787,120480,86686,32641,131182,90180,40290,126369,93147,33222,0,50592,43769,0,6823,85114,30252,703224,110752,111975,456788,15121,1933,6655,475960,94662,80378,284093,11539,1504,3784,211.94,3318.03340568085
"395","TX-34","Texas 34th","Democratic","Filemon","Vela","(FEE-lay-muhn VEH-luh)","/'fi.le.mÄ»n 'vÄ_.lÄ»/","2012",1963,"Man","Hispanic - Mexican","Christian - Roman Catholic","No","Re-elected",62.7,37.3,"59.5",38.6,"63.1",36.9,59.2,37.7,60.8,38.3,60.2,39.2,18.2,1.4,79.3,0.7,0.1,0.3,15.1,423,26.1,331,37989,424,171969,101796,64767,149511,90885,57303,149742,90178,58707,166961,104638,62323,0,79877,47503,30811,1563,89606,52448,694345,103425,7818,576009,4230,780,2083,476984,86991,6624,378169,3310,596,1294,8190.32,84.7762968968245
"396","TX-35","Texas 35th","Democratic","Lloyd","Doggett","(LOYD DAW-guht)","/lÄîÄÈd 'dÄî.gÄ»t/","1994",1946,"Man","White - Non-Hispanic","Christian - Methodist","No","Re-elected",63.1,31.6,"62.5",33.3,"66.6",33.4,64.1,30.5,63,34.6,63.5,35.6,29.8,9.6,57.7,1.6,0.3,1.1,20.4,380,34.3,197,48490,332,200576,128535,61136,167467,105545,57989,176150,111790,62764,197576,124612,62384,10580,96225,60124,32040,4061,105626,52894,681404,174918,63659,423076,9492,1692,8567,490339,146243,46859,282682,8013,1337,5205,593.77,1147.5891338397
"397","TX-36","Texas 36th","Republican","Brian","Babin","(BRAHY-uhn BAB-in)","/'bÄ_a.Ä»n 'bí_.bÄÈn/","2014",1948,"Man","White - Non-Hispanic","Christian - Southern Baptist","No","Re-elected",0,88.6,"22.1",76,"27.3",72.7,25.2,72,25.7,73.2,29.6,69.6,69.2,9,18.3,2.2,0.5,0.9,19.4,393,21.7,402,58984,190,254447,64225,183176,240433,61786,175883,238206,70543,165899,218565,0,193675,24890,133842,29543,101663,2636,62143,165405,700735,459185,63876,151047,14623,3111,8893,518256,358575,46424,94967,11167,2362,4761,7125.83,98.3373164950609
"398","UT-01","Utah 1st","Republican","Rob","Bishop","(RAHB BIH-shoop) [OO as in good]","/Ä_Äïb 'bÄÈ._€__p/","2002",1951,"Man","White - Non-Hispanic","Christian - Mormon","No","Re-elected",26.4,65.9,"27.9",64.6,"25.7",74.3,22.4,49.7,20.4,77.4,29.4,67.7,84.8,1,10.2,1.9,0.9,1.2,28.9,221,31.3,245,65896,130,280442,62733,139503,250278,51098,193672,237027,69594,160433,277455,73381,182928,21146,130341,36422,84231,9688,60611,175487,692099,573688,6533,81381,11728,6139,12630,467487,396442,4458,47836,8900,4257,5594,19560.79,35.3819554322704
"399","UT-02","Utah 2nd","Republican","Chris","Stewart","(KRISS STOO-ert)","/kÄ_ÄÈs 'stu.Ä»Ä_t/","2012",1960,"Man","White - Non-Hispanic","Christian - Mormon","No","Re-elected",33.9,61.6,"32.9",61.4,"35",65,32,46,29.2,68,38.4,58.5,80.9,1,12.5,3.5,0.9,1.2,32.5,163,35.3,188,60700,176,283699,90686,130525,255201,74556,173513,244925,94123,143331,276841,93780,170542,12519,144695,47585,88915,8195,83176,154523,687939,537386,7660,100891,23309,6109,12584,484976,392132,4859,60768,17011,4269,5937,39987.95,17.2036576018526
"400","UT-03","Utah 3rd","Republican","John","Curtis","(JAHN KUR-tis)","/d_ÍÄïn 'kÄìÄ_.tÄÈs/","2017 Special",1960,"Man","White - Non-Hispanic","Christian - Mormon","No","Re-elected",26.5,73.5,"22.5",72.2,"23.4",76.6,23.3,47.2,19.5,78.3,29.5,67.5,85.7,0.5,8.6,2.5,1.5,1.3,41.6,67,44,99,70763,90,289923,67461,136782,265856,51791,208121,249389,73625,168358,285305,75716,209589,0,142580,32059,102952,7569,60719,198828,694412,583303,3748,67323,15969,10614,13455,474644,406992,2238,40634,11672,6991,6117,20070.54,34.598570840645
"401","UT-04","Utah 4th","Republican","Mia","Love","(MEE-uh LUHV)","/'mi.Ä» l_ëv/","2014",1975,"Woman","Black - Haitian","Christian - Mormon","No","Re-elected",41.3,53.8,"45.8",50.9,"50.2",49.8,32.4,39.1,30.2,67.2,40.9,56.1,79,1,14,4.1,0.6,1.3,28.2,230,31.2,247,68711,107,277311,89796,108421,246066,74368,165294,220996,90328,123909,274569,113413,147597,13559,147168,67425,74936,4807,119803,119035,689428,527335,8010,108745,27079,4219,14040,465748,367999,4852,65256,18894,2921,5826,2550.35,270.326817887741
"402","VA-01","Virginia 1st","Republican","Rob","Wittman","(RAHB WITT-min)","/Ä_Äïb 'wi‘Ÿ.mÄÈn/","2007 Special",1959,"Man","White - Non-Hispanic","Christian - Episcopalian","No","Re-elected",36.6,59.9,"      Redrawn",NA,"      Redrawn",NA,41.2,53.6,43.4,55.3,44.9,54.3,72.6,15.9,6.7,2.8,0.4,1.6,37.5,98,41.2,125,81338,46,395289,162931,211991,374545,162611,207062,350900,157681,190532,384601,140785,230213,13603,NA,NA,NA,NA,NA,NA,729738,512126,117020,57806,20683,2700,19403,543207,394220,86289,36587,15419,2083,8609,4212.05,173.250080127254
"403","VA-02","Virginia 2nd","Republican","Scott","Taylor","(SKAHT TAY-lor)","/skÄït 'teÄÈ.lÄ»Ä_/","2016",1979,"Man","White - Non-Hispanic","Christian - Protestant","No","Open - Retired",38.5,61.3,"      Redrawn",NA,"      Redrawn",NA,45.4,48.8,48.2,50.5,49,50.1,67.5,19,5.8,5.2,0.3,2.1,34.4,133,38.5,152,66953,122,321068,145762,156694,320975,154698,161995,325889,159604,163349,310568,119440,190475,653,NA,NA,NA,NA,NA,NA,726772,471381,143930,48835,36696,2455,23475,561599,379294,106772,32593,29363,1963,11614,1108.8,655.458152958153
"404","VA-03","Virginia 3rd","Democratic","Bobby","Scott","(BAH-bee SKAHT)","/'bÄï.bi skÄït/","1992",1947,"Man","Black - African-American","Christian - Episcopalian","No","Re-elected",66.7,33.1,"      Redrawn",NA,"      Redrawn",NA,63.6,31.9,67.6,31.3,66.8,32.6,46.6,44.3,4.3,2.6,0.4,1.9,26.2,272,32.3,233,51794,269,323422,205746,103064,336890,227734,105561,337112,225226,109737,312340,208337,103289,714,NA,NA,NA,NA,NA,NA,725881,314335,334899,35829,17338,2475,21005,551449,256762,244068,23818,14136,1965,10700,626.51,1158.61039728017
"405","VA-04","Virginia 4th","Democratic","Donald","McEachin","(DAH-nuhld mik-EE-chin)","/'dÄï.nÄ»ld màµé.'ki.t_€àµén","2016",1961,"Man","Black - African-American","Christian - Baptist","No","Open - Lost Primary/Redistricted",57.7,42,"      Redrawn",NA,"      Redrawn",NA,58.7,37.1,60.3,38.5,60.7,38.6,52,40.3,3.9,2,0.4,1.4,30.1,200,37.8,160,54607,235,362532,212677,134676,358936,216598,138322,345391,209561,133306,346656,200136,145731,789,NA,NA,NA,NA,NA,NA,726856,361079,302297,32388,13498,2767,14827,563650,293118,227121,21895,11285,2235,7996,3643.93,199.470352064941
"406","VA-05","Virginia 5th","Republican","Tom","Garrett","(TAHM GAIR-it)","/tÄïm 'gÄ_.Ä_ÄÈt/","2016",1972,"Man","White - Non-Hispanic","Christian - Nondenominational","No","Open - Retired",41.6,58.2,"35.9",60.9,"43.6",56.4,42.3,53.4,45.9,52.5,48,51.1,74.6,20,2.6,1.6,0.2,1,27.9,237,31.5,241,52237,261,365403,154665,195190,358689,164555,188485,350173,167909,178914,356756,148339,207758,659,204945,73482,124735,6728,149214,193009,727430,531419,148300,22992,11196,1543,11980,574403,428547,114688,15096,9149,1232,5691,10029.79,72.5269422390698
"407","VA-06","Virginia 6th","Republican","Bob","Goodlatte","(BAHB GOOD-latt)","/bÄïb 'g__d.lí_t/","1992",1952,"Man","White - Non-Hispanic","Christian - Christian Scientist","No","Re-elected",33.1,66.6,"0",74.5,"34.6",65.4,34.9,59.7,39.5,58.8,42,57,83.7,10.2,3.5,1.4,0.2,1,26.6,263,28.7,290,50061,310,345500,120596,206303,334864,132153,197045,327937,137671,186860,338409,112170,225471,768,179708,0,133898,45810,111949,211278,727451,593604,78117,31032,10464,1695,12539,572758,479361,58202,19903,8007,1372,5913,5930.02,122.672604814149
"408","VA-07","Virginia 7th","Republican","Dave","Brat","(DAVE BRATT)","/deÄÈv bÄ_í_t/","2014 Special",1964,"Man","White - Non-Hispanic","Christian - Presbyterian","No","Re-elected",42.2,57.5,"      Redrawn",NA,"      Redrawn",NA,44,50.5,44.1,54.6,45.7,53.5,71.6,17.5,5.3,4.1,0.2,1.3,39,87,43.1,110,73580,75,392168,172544,198032,377687,166472,206213,359899,164397,192600,379163,160159,218057,947,NA,NA,NA,NA,NA,NA,726234,504560,128464,44586,30782,1757,16085,544939,390024,95203,28755,22542,1325,7090,3118.54,232.87628184984
"409","VA-08","Virginia 8th","Democratic","Don","Beyer","(DAHN BAHY-er) [Rhymes with Buyer]","/dÄïn 'baÄÈ.Ä»Ä_/","2014",1950,"Man","White - Non-Hispanic","Christian - Episcopalian","No","Re-elected",68.4,27.3,"63.1",31.4,"67.9",32.1,73.5,20.9,67.8,31,68.2,30.5,56.4,13,17,11.1,0.2,2.2,61.8,3,77.1,3,100719,12,367885,270415,76854,359743,243746,111518,345506,235673,105215,360676,246653,98387,15636,203076,128102,63810,11164,226847,107370,725805,388871,98510,135375,79777,1464,21808,578936,326656,75513,98658,64213,1164,12732,149.24,4863.34092736532
"410","VA-09","Virginia 9th","Republican","Morgan","Griffith","(MORE-guhn GRIFF-uth)","/'mÄîÄ_.gÄ»n 'gÄ_ÄÈ.fÄ»‘Ÿ/","2010",1958,"Man","White - Non-Hispanic","Christian - Episcopalian","No","Re-elected",28.3,68.6,"0",72.1,"38.6",61.4,27.3,68.8,34.9,63.1,40.2,58.4,91.3,5,1.6,1.2,0.2,0.8,20.4,380,20,418,41698,401,316740,86463,217837,311291,108641,196354,306770,123420,179003,310314,87877,212838,9599,162815,0,117465,45350,116400,184882,727353,659263,36335,13904,8287,1185,8379,584866,534081,28990,9226,6991,975,4603,9113.87,79.8072608013939
"411","VA-10","Virginia 10th","Republican","Barbara","Comstock","(BAR-bruh KAHM-stahk)","/'bÄïÄ_.bÄ_Ä» 'kÄïm.stÄïk/","2014",1959,"Woman","White - Non-Hispanic","Christian - Roman Catholic","No","Re-elected",46.9,52.7,"40.4",56.5,"39.9",60.1,52.2,42.2,48.8,49.9,51.2,48.4,68.9,6.6,10.6,11.9,0.2,1.8,54.3,18,56.7,34,120384,3,403821,210692,170580,373913,182432,186650,337972,173045,163487,400083,187712,210791,1580,222910,89957,125914,7039,142024,214038,729821,485656,47803,85608,87651,1255,21848,522584,360025,34658,55486,61937,876,9602,1372.24,531.846470005247
